"","cust","week_nr","spend","online","postal","volume","plannedvol","bulkyvol","sensoryvol","plannedspend","bulkyspend","sensoryspend","nr_product","nr_product_deal","diapers"
"40",1,49,207.809844415169,0,10000,87,25,5,3,200.011450913735,29.9853942915797,116.841069888324,1,4,3
"41",1,120,423.34072268568,0,10000,96,16,2,6,108.248817687854,64.4392598234117,183.861995791085,4,2,2
"42",1,43,490.197186579462,0,10000,30,20,8,4,234.745379560627,67.9999876767397,199.112604744732,3,5,2
"43",1,65,316.134365857579,0,10000,78,11,15,10,178.309534187429,91.3281364366412,167.685672524385,15,1,0
"44",1,107,533.758159552235,1,10000,10,13,2,9,260.290623386391,77.4265449121594,198.643113626167,1,2,1
"45",1,130,970.020034431946,1,10000,47,17,10,10,234.209992061369,87.2211810573936,171.933935396373,12,4,2
"46",1,150,369.448382162955,1,10000,35,30,14,9,283.673729933798,95.8504277467728,187.518153502606,7,2,2
"47",1,55,328.377475147136,0,10000,56,16,7,9,143.938006972894,54.6641496755183,138.772416161373,10,0,3
"48",1,128,679.455175017938,0,10000,13,27,13,2,185.617682244629,97.5814177468419,175.027808151208,12,5,0
"49",1,82,974.618225486483,0,10000,33,12,4,6,306.827755155973,87.617031224072,102.052769879811,13,5,0
"50",1,132,616.540730034467,1,10000,26,14,15,4,265.451263729483,58.0007102899253,188.765852083452,3,5,3
"51",1,240,892.051292047836,0,10000,81,29,4,2,217.782622179948,94.2306141555309,151.369051332586,14,1,1
"52",1,270,719.066261523403,0,10000,44,30,10,4,209.111474198289,68.7404409609735,126.54466223903,6,0,2
"53",1,215,420.710976421833,1,10000,9,19,3,3,308.842863095924,61.6187582351267,178.608996490948,13,2,1
"54",1,238,305.453193036374,1,10000,77,27,19,2,323.483157646842,24.3679705448449,185.120237502269,11,5,3
"55",1,227,523.825420299545,1,10000,44,10,3,2,299.350285180844,60.0411871448159,108.510047825985,14,0,1
"56",1,298,179.075729474425,1,10000,81,21,3,5,127.255316567607,65.808123704046,173.844317113981,12,3,3
"57",1,231,508.45530719962,1,10000,81,17,1,8,281.355540826917,56.5915064513683,103.161245468073,9,2,3
"58",1,202,286.78173039807,1,10000,80,9,3,10,295.822192518972,90.0387064181268,198.981131566688,2,3,1
"59",1,220,699.423769698478,0,10000,6,23,10,2,216.36759173125,91.5694785490632,126.328317704611,7,3,2
"60",1,242,515.220220363699,1,10000,11,11,2,3,264.31358284317,21.0099881701171,151.776955137029,12,1,2
"61",1,267,245.243417588063,0,10000,38,30,8,5,109.835276636295,29.3277423642576,105.334517289884,7,4,1
"62",1,297,481.336975400336,1,10000,93,21,12,10,245.048152655363,27.5909990817308,194.467108068056,2,3,1
"63",1,201,573.409547249321,1,10000,23,30,4,6,313.567124446854,90.0024710223079,124.572901288047,4,3,3
"64",1,250,682.056244299747,1,10000,36,29,10,8,320.231104176491,96.7123871855438,179.177686036564,15,0,1
"65",1,217,795.999413810205,1,10000,98,10,13,5,192.73551653605,41.6847714409232,150.248285522684,7,5,2
"66",1,232,446.60537984455,1,10000,36,12,11,10,385.469257412478,32.8426103852689,150.51418535877,8,3,3
"67",1,293,223.295266681816,0,10000,96,29,6,4,172.719467221759,92.5376871600747,155.865918984637,3,1,0
"68",1,237,500.954266265035,1,10000,18,10,13,10,303.477512928657,38.4791009500623,121.82437828742,4,4,0
"69",1,264,796.854409691878,0,10000,98,19,5,5,374.700502189808,23.1103411875665,177.228137361817,4,0,0
"70",1,281,398.964877298567,1,10000,8,21,19,2,286.284571094438,36.1432896926999,115.061059826985,4,2,3
"71",1,248,598.889738856815,0,10000,83,19,19,4,112.397600407712,46.5591545403004,108.066442958079,4,4,3
"72",1,285,963.93066564342,0,10000,64,11,3,5,266.327614197508,33.5764531046152,102.900981390849,5,2,0
"73",1,203,972.142896009609,0,10000,62,20,7,4,358.613894530572,84.1950106620789,138.097248785198,15,3,0
"74",1,216,433.458942454308,0,10000,22,29,13,8,296.534489793703,28.4464143961668,168.370231054723,9,1,2
"75",1,278,235.998600744642,0,10000,94,15,1,6,296.38687169645,91.2129834480584,179.553639981896,13,1,1
"76",1,218,292.359906481579,1,10000,11,11,13,9,313.487036759034,92.8453473746777,149.982565850951,10,3,1
"77",1,254,205.678842961788,1,10000,31,19,19,6,245.066143712029,88.0185297131538,167.688277270645,3,0,0
"78",1,261,825.197853543796,1,10000,27,16,8,10,364.079980645329,47.9724709317088,164.224387775175,11,2,2
"79",1,200,955.345335276797,1,10000,76,18,12,10,330.67599076312,88.7269567511976,188.411092897877,14,0,2
"80",1,241,225.083244114649,1,10000,79,27,19,3,193.130350904539,40.4995960369706,133.180605084635,7,4,1
"81",1,206,802.886004559696,0,10000,94,17,16,7,183.742090244778,82.3692131787539,185.673597315326,13,2,3
"82",1,251,400.678644317668,1,10000,17,19,7,8,385.996348503977,86.8168582953513,187.736672186293,1,1,1
"83",1,207,204.26232033642,1,10000,70,28,12,3,295.980439637788,48.3453997038305,157.148800720461,9,0,2
"84",1,286,241.68300468009,1,10000,41,8,4,2,171.417147805914,71.9632890447974,153.096593241207,6,1,0
"85",1,275,264.372022810858,1,10000,77,19,6,9,177.418001368642,47.2061725333333,121.457265852951,11,3,3
"86",1,295,709.183790010866,0,10000,52,17,8,4,249.380887765437,82.4749096855521,113.322697789408,9,4,0
"87",1,228,167.684348241892,0,10000,87,30,2,7,323.07076472789,53.3945675566792,112.45617303066,5,5,2
"88",1,234,924.717335856985,0,10000,43,13,17,2,310.25539629627,95.496650505811,129.256093292497,5,0,1
"89",1,213,814.698578743264,0,10000,34,11,12,9,268.135566962883,50.4914335347712,100.619105552323,1,5,1
"90",1,224,548.821379744913,0,10000,65,14,5,5,349.300388921984,91.8729208409786,131.270697549917,12,1,0
"91",1,219,495.000833203085,1,10000,66,24,12,7,162.751447921619,49.6770896017551,128.983540367335,10,3,1
"92",1,283,402.949648862705,1,10000,81,9,7,9,258.215368445963,96.8455254659057,144.604559661821,7,0,0
"93",1,276,166.949084727094,1,10000,45,25,3,6,254.796070582233,69.6413938514888,136.426432197914,9,5,3
"94",1,289,272.81902654795,0,10000,96,15,4,2,262.314395420253,64.4931665435433,189.026468526572,14,4,1
"95",1,205,522.543806862086,0,10000,98,23,12,7,236.4366609836,23.5298215784132,158.706948603503,15,5,0
"96",1,235,915.587431774475,0,10000,87,18,10,2,154.501772206277,57.2568119689822,170.033564814366,6,4,0
"97",1,290,672.464859928004,1,10000,58,13,10,10,383.065964677371,46.01985482499,152.97947449144,13,4,2
"98",1,239,607.159975287504,0,10000,19,27,14,9,358.248647511937,39.7828832641244,121.596393873915,13,4,1
"99",1,225,283.275431138463,0,10000,65,10,19,7,348.214173060842,46.2814859114587,181.066763610579,8,4,0
"100",1,246,639.062637090683,0,10000,94,29,6,3,270.641880552284,62.0050329901278,137.317932816222,11,4,0
"101",2,84,585.484265931882,0,20000,45,7,10,3,331.068625638727,218.500271681696,171.948832808994,11,3,0
"102",2,150,210.499275126494,0,20000,24,11,5,2,328.266064252239,185.198383808602,171.834482229315,3,2,0
"103",2,111,492.600924475119,0,20000,46,12,3,3,263.606060389429,146.484905111138,165.094329160638,1,4,0
"104",2,105,752.779134642333,0,20000,42,17,3,3,398.470417468343,326.923042451963,164.557727961801,5,5,0
"105",2,56,289.719120739028,0,20000,12,9,5,3,314.853026124183,486.145735359751,185.007091076113,11,1,0
"106",2,68,799.963866430335,0,20000,49,15,1,5,164.390150795225,283.032594246324,185.633582365699,8,3,0
"107",2,145,284.183479077183,0,20000,17,6,9,4,171.404738700949,420.238158626016,143.492612312548,1,3,0
"108",2,63,117.771571362391,0,20000,67,11,1,1,277.047817071434,442.222468426917,182.920727343298,14,4,0
"109",2,117,324.679746758193,0,20000,37,7,3,3,390.020144055597,117.146440197248,169.902726449072,4,5,0
"110",2,40,896.377936028875,0,20000,22,19,7,1,329.201823961921,254.865160898771,119.907131209038,8,0,0
"111",2,78,715.562370815314,0,20000,29,6,8,2,373.604320932645,54.5590509381145,116.499683167785,5,2,0
"112",2,45,539.745170832612,0,20000,6,14,8,2,294.904147915076,119.145576471929,173.203049786389,13,3,0
"113",2,62,282.601880794391,0,20000,54,17,3,3,492.856372101232,472.664723275229,134.528368967585,13,0,0
"114",2,64,264.640205772594,0,20000,78,14,4,3,404.243367619347,86.6515124007128,101.213224953972,6,5,0
"115",2,95,217.304621101357,0,20000,49,7,2,3,338.529939262662,489.944819281809,142.548255086876,11,3,0
"116",2,96,543.530050851405,0,20000,42,13,6,4,170.199072256219,10.3279287507758,184.505775175057,6,0,0
"117",2,53,302.096134633757,0,20000,22,6,10,1,271.69908612268,388.58023053268,185.169030260295,7,3,0
"118",2,50,639.066464570351,0,20000,55,12,3,2,182.815661840141,494.597613373771,118.093508156016,8,1,0
"119",2,80,892.57432455197,0,20000,25,18,3,4,262.66216521617,376.215529546607,103.829476889223,15,3,0
"120",2,137,962.037436221726,0,20000,35,6,2,4,385.822534793988,80.1558438246138,150.491007231176,15,5,0
"121",2,130,651.600732188672,0,20000,16,16,5,4,321.402056864463,24.2289170436561,120.1109548565,14,2,0
"122",2,140,303.284272132441,0,20000,52,7,2,5,324.970949289855,209.507485108916,141.426975326613,13,1,0
"123",2,110,894.9926905334,0,20000,36,15,7,4,333.997059881222,180.991724024061,114.412420638837,7,5,0
"124",2,97,697.855201596394,0,20000,22,11,2,2,499.82177244965,236.912766653113,157.230005785823,1,2,0
"125",2,75,985.141458921134,0,20000,45,10,6,3,182.126160338521,415.280694246758,163.593247137032,15,4,0
"126",2,90,922.192241041921,0,20000,26,19,3,2,450.316925626248,476.761369977612,125.507817137986,4,2,0
"127",2,113,676.385761913843,0,20000,16,13,9,2,225.322945637163,74.7521391510963,127.871136041358,6,4,0
"128",2,141,338.898448972031,0,20000,21,16,2,4,336.901779915206,146.791964152362,193.298116186634,11,2,0
"129",2,42,113.588066888042,0,20000,19,10,3,5,184.509535715915,401.557969197165,141.212447034195,1,5,0
"130",2,99,483.114082785323,0,20000,5,10,7,5,427.053695183713,410.255626807921,126.490508555435,9,4,0
"131",2,260,324.052795907483,0,20000,49,10,5,3,418.731015303638,18.0553876445629,184.993149689399,10,2,0
"132",2,229,316.578719066456,0,20000,60,9,8,1,247.249562025536,357.667159906123,131.244596838951,11,0,0
"133",2,267,547.05681100022,0,20000,6,17,2,5,480.520643154159,280.502209274564,108.101862762123,15,5,0
"134",2,269,433.331773639657,0,20000,41,12,4,4,485.774626221973,81.3160131662153,102.940775314346,2,3,0
"135",2,255,684.359967429191,0,20000,11,18,3,1,271.871871314943,45.5305738397874,182.431633141823,5,4,0
"136",2,287,181.100365403108,0,20000,48,12,3,4,460.95468562562,290.281707048416,184.775067516603,9,3,0
"137",2,219,991.754451114684,0,20000,60,18,3,4,194.562549807597,41.9877585605718,170.991006679833,14,0,0
"138",2,286,800.652166944928,0,20000,20,19,1,1,464.305993006565,303.694259850308,101.143622491509,2,0,0
"139",2,280,173.577945516445,0,20000,78,15,8,3,497.113305877429,297.504063821398,172.098455182277,8,3,0
"140",2,220,384.488681261428,0,20000,23,16,2,1,491.447745752521,180.170193579979,168.812434654683,7,4,0
"141",2,232,816.044382750988,0,20000,12,20,1,1,485.959210374858,383.431468696799,180.947960470803,4,1,0
"142",2,289,642.944915965199,0,20000,38,19,1,3,287.798091233708,447.217729149852,153.443324542604,13,1,0
"143",2,273,831.959556811489,0,20000,44,10,7,1,307.946376758628,240.617883945815,127.208641381003,11,3,0
"144",2,212,594.915214367211,0,20000,5,14,5,1,213.856885954738,181.268344079144,110.861449688673,9,4,0
"145",2,213,498.766456102021,0,20000,67,7,10,5,499.421926715877,120.921442746185,178.14296670258,1,0,0
"146",2,297,485.619495040737,0,20000,74,10,2,2,488.883223908488,18.2995563326403,121.334630087949,9,3,0
"147",2,239,994.999603624456,0,20000,41,19,5,2,440.38685610285,273.128855940886,185.169690172188,10,0,0
"148",2,202,618.456853716634,0,20000,38,11,8,2,374.354055651929,284.587683549616,142.376602254808,8,4,0
"149",2,218,232.21174327191,0,20000,22,19,5,2,472.166365652811,339.651829330251,125.691424985416,11,4,0
"150",2,223,493.183945980854,0,20000,58,18,1,1,288.042813830543,114.682790311053,126.161476643756,9,2,0
"151",2,281,486.493151704781,0,20000,13,7,5,4,293.377478583716,187.863303725608,184.753678156994,3,5,0
"152",2,250,735.97287228331,0,20000,36,19,10,2,180.451213417109,143.548777541146,194.755822210573,8,0,0
"153",2,225,118.197302473709,0,20000,73,16,7,5,223.548481182661,362.638918817975,125.640256144106,7,0,0
"154",2,234,977.566573978402,0,20000,66,7,3,1,484.663688996807,204.648443826009,135.131421126425,13,0,0
"155",2,288,105.495945177972,0,20000,52,17,1,3,244.203783827834,105.432420813013,192.186712520197,15,0,0
"156",2,246,183.514767792076,0,20000,54,9,9,4,298.542308842298,252.062765785959,120.599199621938,7,4,0
"157",2,200,920.646269619465,0,20000,65,14,9,3,173.595951043535,25.2682625316083,156.144158588722,15,5,0
"158",2,249,707.142279692926,0,20000,46,11,1,5,274.343001202215,161.817950699478,125.896118814126,10,5,0
"159",2,251,550.654398440383,0,20000,5,13,4,3,447.663069574628,466.669714271557,198.496760381386,14,3,0
"160",2,243,476.441945787519,0,20000,11,16,8,3,390.167959104292,388.856926911976,159.693992882967,11,4,0
"161",3,68,1284.74214714952,0,20000,58,26,17,3,1818.5683245305,99.1416616179049,156.68305081781,5,1,3
"162",3,111,783.250751718879,0,20000,97,8,20,3,283.006439753808,66.6249844618142,167.383946455084,3,1,3
"163",3,58,1592.10033559939,0,20000,35,7,19,5,297.553491545841,72.2429096885026,177.147292532027,9,1,3
"164",3,55,878.688257676549,0,20000,9,12,4,6,1570.57938468643,77.6950439065695,157.958213612437,15,1,2
"165",3,118,1401.64275299758,0,20000,40,19,17,2,773.843565094285,60.6822621636093,178.376221866347,12,0,2
"166",3,140,1307.90715825278,0,20000,8,30,2,3,517.386575741693,94.1170492582023,196.597370901145,14,4,2
"167",3,95,1351.92792933667,0,20000,15,14,3,6,438.325090985745,33.0777504853904,104.027610225603,9,0,2
"168",3,76,1704.350793513,0,20000,92,22,19,3,1168.12352209818,54.7868299111724,105.94215975143,15,0,0
"169",3,133,1597.22306930926,0,20000,33,28,17,7,424.593333853409,48.7854333221912,164.653735631146,3,5,2
"170",3,138,1706.24412070028,1,20000,67,23,15,8,1534.26095496397,87.8296411596239,187.677163421176,3,2,2
"171",3,91,555.014613189269,1,20000,87,24,7,8,1621.84828859754,36.1737118288875,105.287473998033,12,2,2
"172",3,104,553.069596737623,0,20000,15,7,7,8,360.486398916692,29.6300066821277,100.44319126755,8,3,3
"173",3,84,1042.13595457841,0,20000,49,21,11,3,1979.75071459077,38.1499175541103,113.027085200883,7,3,2
"174",3,123,1836.82163648773,1,20000,34,9,17,10,932.645601104014,25.1887735538185,182.906489633024,11,1,0
"175",3,54,826.969404309057,0,20000,56,30,1,2,851.859392924234,52.2471571154892,111.51630373206,9,2,0
"176",3,113,1183.75935805961,1,20000,34,13,6,10,1995.7269997336,66.0897673107684,194.363181758672,8,3,1
"177",3,93,1490.20633830223,1,20000,82,18,10,8,1964.50795226265,34.0712502039969,131.556720845401,8,3,3
"178",3,144,1702.03316743718,1,20000,42,28,13,4,1228.90941002406,58.8044842891395,131.859103334136,2,4,1
"179",3,124,1476.07855460374,0,20000,77,21,19,2,675.92027396895,95.0330490805209,169.158683973365,7,4,1
"180",3,74,924.517765105702,0,20000,51,9,13,7,1800.78366755042,83.4470046125352,128.791552386247,13,3,0
"181",3,90,1193.86527196039,0,20000,86,27,18,7,1891.28097088542,93.7444970756769,136.387992533855,5,2,2
"182",3,51,1450.58705497067,0,20000,6,18,16,10,1791.66966753546,85.2420244365931,112.810430070385,3,0,3
"183",3,79,1268.7029393157,0,20000,39,10,8,2,108.180392184295,57.2370448149741,140.09936961811,3,4,0
"184",3,110,583.23651534738,0,20000,48,29,12,3,751.348107354715,64.9229657463729,160.259009338915,12,0,1
"185",3,40,1880.20364175318,0,20000,30,17,18,10,1035.26968639344,45.9072473272681,188.98222099524,5,5,0
"186",3,204,522.28406984359,1,20000,98,29,17,3,152.421814668924,47.538747433573,119.20471964404,4,0,3
"187",3,265,468.821315281093,0,20000,51,13,43,10,72.1495663374662,21.4445808343589,452.260338235646,1,1,0
"188",3,232,393.868837878108,1,20000,9,17,25,10,225.112522616982,90.9016469866037,156.461689993739,12,5,3
"189",3,283,487.762886285782,0,20000,23,12,38,4,65.1537660881877,98.8571240752935,382.775692455471,5,3,0
"190",3,242,511.737835593522,1,20000,60,25,46,3,12.5629477761686,81.1309910565615,268.588952440768,1,1,1
"191",3,226,929.25630453974,0,20000,27,20,12,5,14.116779062897,72.9505362734199,301.173360832036,2,5,1
"192",3,203,541.960430890322,1,20000,58,20,20,7,192.970573529601,51.2500870041549,174.393411260098,13,5,3
"193",3,236,679.356064274907,1,20000,40,11,1,3,30.1261305809021,94.8812456615269,223.757376242429,9,1,3
"194",3,286,643.653875030577,1,20000,7,17,46,8,209.474429171532,35.3956082090735,178.384574502707,6,4,0
"195",3,260,386.654636077583,0,20000,84,13,12,9,201.992263011634,80.8920061960816,333.84059574455,14,2,0
"196",3,213,420.612641423941,1,20000,72,18,27,10,81.9934012182057,69.2463301867247,184.375468268991,12,3,1
"197",3,228,988.576315715909,0,20000,77,18,1,6,135.376560222358,58.1122555211186,135.619050450623,7,2,1
"198",3,202,696.657830104232,0,20000,36,10,4,10,58.0144179239869,37.9121942818165,275.730091985315,10,0,1
"199",3,221,884.281382709742,1,20000,36,18,34,6,165.486039891839,35.0696014240384,371.324167773128,9,2,0
"200",3,251,519.363669119775,1,20000,19,28,18,4,79.5012407377362,90.3856508992612,382.475375663489,6,2,2
"201",3,287,341.085995920002,0,20000,55,21,2,9,237.574071455747,96.4560973271728,331.45192945376,5,4,1
"202",3,220,722.166109457612,1,20000,52,30,26,8,110.814142990857,94.955006595701,177.768333163112,12,4,3
"203",3,284,919.20109167695,0,20000,9,16,21,4,227.172723226249,69.769305549562,478.65989394486,14,0,1
"204",3,291,621.879531629384,0,20000,17,19,7,7,132.339765075594,96.865336690098,495.588284451514,1,1,0
"205",3,218,579.488338902593,0,20000,68,18,47,4,176.844501830637,20.4243135452271,185.070723015815,6,5,2
"206",3,298,965.132897719741,0,20000,88,10,50,10,205.768443774432,54.5464632287621,290.31192464754,13,5,0
"207",3,276,281.906636059284,1,20000,23,10,35,10,65.2087154425681,30.2126999385655,389.690989814699,7,2,1
"208",3,256,960.257794708014,1,20000,96,28,4,3,53.5129876807332,55.6682346016169,152.717142552137,3,4,1
"209",3,275,482.311338186264,0,20000,34,10,20,8,84.2981104366481,51.3397044315934,186.256038490683,15,3,2
"210",3,215,750.438433885574,1,20000,37,8,25,10,233.984299525619,71.664299480617,175.685582030565,7,5,3
"211",4,84,944.155633077025,0,10000,80,29,42,1,250.889282440767,150.810523889959,169.696771260351,6,5,0
"212",4,56,1719.66553851962,0,10000,57,28,22,6,493.655027088244,215.389606915414,155.958928540349,11,1,0
"213",4,129,1846.08353031799,0,10000,50,24,1,3,200.08563415613,297.297249082476,342.658584471792,7,1,0
"214",4,51,533.230809634551,0,10000,51,29,19,12,417.298701475374,381.211148109287,479.989779181778,8,5,3
"215",4,44,1973.78504797816,0,10000,91,7,23,20,443.107065896038,497.87734663114,258.40261252597,9,1,0
"216",4,72,1282.23806512542,0,10000,80,6,14,6,463.892474514432,359.321099240333,177.560292743146,11,6,3
"217",4,63,511.913559120148,0,10000,41,3,31,3,433.339357678778,439.355323556811,234.606393892318,7,4,0
"218",4,47,1009.39963562414,0,10000,77,2,5,9,160.129858378787,295.254758838564,477.980919461697,20,1,2
"219",4,90,1400.27072345838,0,10000,49,20,27,10,330.049792653881,256.371054053307,252.828887384385,7,0,0
"220",4,76,1303.45336110331,0,10000,95,14,34,17,222.422967222519,398.114611487836,492.171519063413,1,1,1
"221",4,70,1275.0256805215,0,10000,51,28,41,4,433.243341720663,306.310235988349,230.64253507182,15,2,1
"222",4,104,500.6428103894,0,10000,69,29,27,13,198.197112185881,238.279318623245,373.491233214736,8,6,0
"223",4,75,1147.937760083,0,10000,13,13,35,17,212.292847584467,369.640916306525,357.053353823721,10,0,0
"224",4,62,432.101223804057,0,10000,32,29,39,15,436.154126701877,388.17851440981,223.777964431792,20,0,3
"225",4,143,1252.4120580405,0,10000,45,4,36,8,378.146639384795,212.485261354595,252.709026169032,11,5,0
"226",4,101,627.754004858434,0,10000,30,27,22,17,405.221648456063,301.375569216907,365.91620221734,2,0,1
"227",4,80,1187.46494627558,0,10000,7,9,48,8,321.403089759406,245.829785894603,321.375480480492,8,1,2
"228",4,60,1261.91322021186,0,10000,92,16,50,19,168.445159355178,335.250228829682,175.187098886818,4,1,1
"229",4,147,1685.93441238627,0,10000,87,5,45,6,305.840350745711,121.020774263889,341.180181875825,20,6,1
"230",4,40,1515.4545057565,0,10000,63,3,8,17,403.719310788438,413.794905785471,256.877681426704,2,1,1
"231",4,46,1585.23770240135,0,10000,53,2,37,12,270.853882329538,325.475414004177,214.591119904071,3,6,3
"232",4,74,798.046015202999,0,10000,37,5,31,19,321.346865885425,397.767304070294,294.832122791559,4,6,1
"233",4,140,877.487446274608,0,10000,99,1,4,13,468.532582651824,445.289724506438,107.79228983447,11,5,3
"234",4,120,1004.7914496623,0,10000,68,30,24,6,349.322082789149,298.539943061769,155.280401185155,7,3,3
"235",4,89,598.358036763966,0,10000,13,28,44,7,199.660658475477,285.846187360585,239.507133234292,2,3,3
"236",4,41,1009.83005934395,0,10000,28,15,40,13,282.452893967275,449.292897153646,434.992665611207,1,1,3
"237",4,103,1038.48026855849,0,10000,7,29,18,11,210.410040314309,314.309500902891,111.849717795849,18,3,1
"238",4,66,1523.34594815038,0,10000,9,15,50,12,446.587599150371,141.112207062542,342.50537827611,11,0,1
"239",4,110,1100.61381850392,0,10000,84,27,9,9,170.413252862636,483.577912859619,325.895590055734,5,3,1
"240",4,106,630.686003388837,0,10000,94,4,50,13,457.003484189045,380.300533119589,437.054442800581,14,6,2
"241",4,261,788.672504923306,0,10000,52,7,39,12,493.688226898666,180.248466692865,329.190059099346,7,3,0
"242",4,284,216.929775686003,0,10000,56,28,9,9,307.579910603818,151.674124784768,180.277208052576,15,4,1
"243",4,267,903.991812956519,0,10000,36,12,35,1,330.746768403333,151.57284270972,272.969105653465,1,1,0
"244",4,223,489.091084036045,0,10000,13,15,29,18,326.610497373622,433.685861993581,266.346463095397,2,4,1
"245",4,255,714.849725272506,0,10000,45,2,22,4,320.498342404608,399.211419560015,403.116461448371,10,2,3
"246",4,235,722.831388795748,0,10000,33,2,46,15,316.655926848762,151.936346013099,134.745347965509,6,1,2
"247",4,231,751.366256945767,0,10000,56,25,43,3,496.818636229727,128.530251607299,342.346893344074,18,2,3
"248",4,219,905.486069922335,0,10000,24,21,2,18,366.445627680514,149.654978886247,366.051505319774,4,1,2
"249",4,300,536.956937867217,0,10000,39,25,40,1,454.470871097874,423.167692963034,277.06772973761,1,3,2
"250",4,232,959.337144088931,0,10000,31,5,27,10,457.481985911727,212.467795051634,244.571938924491,3,2,1
"251",4,206,316.567903477699,0,10000,39,15,28,4,238.171301933471,267.548975721002,331.105145066977,15,6,1
"252",4,270,330.281648831442,0,10000,51,24,34,4,327.739907975774,261.312590260059,253.011898137629,2,6,0
